"SalePrice","YearBuilt","YrSold","MonthSold","Size.sqf.","Floor","HallwayType","HeatingType","AptManageType","N_Parkinglot.Ground.","N_Parkinglot.Basement.","TimeToBusStop","TimeToSubway","N_APT","N_manager","N_elevators","SubwayStation","N_FacilitiesNearBy.PublicOffice.","N_FacilitiesNearBy.Hospital.","N_FacilitiesNearBy.Dpartmentstore.","N_FacilitiesNearBy.Mall.","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.Park.","N_SchoolNearBy.Elementary.","N_SchoolNearBy.Middle.","N_SchoolNearBy.High.","N_SchoolNearBy.University.","N_FacilitiesInApt","N_FacilitiesNearBy.Total.","N_SchoolNearBy.Total.","Size.p.","Price.per.Size","DateSold","DateBuilt","Prob_elevators"
75920,2005,2010,5,572,14,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
74256,2005,2010,5,572,3,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4641,2010-05-01,2005-01-01,0.025
73008,2005,2010,5,572,1,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4563,2010-05-01,2005-01-01,0.025
75504,2005,2010,5,572,9,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4719,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,15,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,15,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,14,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
74256,2005,2010,5,572,2,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4641,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,10,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
75088,2005,2010,5,572,5,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4693,2010-05-01,2005-01-01,0.025
74256,2005,2010,5,572,2,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4641,2010-05-01,2005-01-01,0.025
73840,2005,2010,5,572,19,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4615,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,20,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,15,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
75504,2005,2010,5,572,8,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4719,2010-05-01,2005-01-01,0.025
75088,2005,2010,5,572,4,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4693,2010-05-01,2005-01-01,0.025
73840,2005,2010,5,572,18,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4615,2010-05-01,2005-01-01,0.025
73840,2005,2010,5,572,20,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4615,2010-05-01,2005-01-01,0.025
73840,2005,2010,5,572,11,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4615,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,12,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
75504,2005,2010,5,572,9,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4719,2010-05-01,2005-01-01,0.025
73053,2005,2010,5,572,4,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4565.8125,2010-05-01,2005-01-01,0.025
74256,2005,2010,5,572,3,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4641,2010-05-01,2005-01-01,0.025
75504,2005,2010,5,572,7,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4719,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,19,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,17,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,10,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
75088,2005,2010,5,572,6,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4693,2010-05-01,2005-01-01,0.025
73840,2005,2010,5,572,15,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4615,2010-05-01,2005-01-01,0.025
73442,2005,2010,5,572,8,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4590.125,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,12,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,20,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,17,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
75088,2005,2010,5,572,5,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4693,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,16,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,16,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
75504,2005,2010,5,572,7,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4719,2010-05-01,2005-01-01,0.025
72654,2005,2010,5,572,20,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4540.875,2010-05-01,2005-01-01,0.025
73840,2005,2010,5,572,16,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4615,2010-05-01,2005-01-01,0.025
74256,2005,2010,5,572,2,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4641,2010-05-01,2005-01-01,0.025
73053,2005,2010,5,572,6,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4565.8125,2010-05-01,2005-01-01,0.025
75504,2005,2010,5,572,8,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4719,2010-05-01,2005-01-01,0.025
73840,2005,2010,5,572,13,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4615,2010-05-01,2005-01-01,0.025
73840,2005,2010,5,572,16,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4615,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,19,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
74672,2005,2010,5,572,20,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4667,2010-05-01,2005-01-01,0.025
75504,2005,2010,5,572,9,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4719,2010-05-01,2005-01-01,0.025
73840,2005,2010,5,572,17,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4615,2010-05-01,2005-01-01,0.025
79646,2005,2010,5,572,19,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4977.875,2010-05-01,2005-01-01,0.025
73840,2005,2010,5,572,17,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4615,2010-05-01,2005-01-01,0.025
75088,2005,2010,5,572,5,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4693,2010-05-01,2005-01-01,0.025
75504,2005,2010,5,572,9,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4719,2010-05-01,2005-01-01,0.025
73840,2005,2010,5,572,14,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4615,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,16,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
74672,2005,2010,5,572,21,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4667,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,14,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
75088,2005,2010,5,572,6,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4693,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,11,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
149557,2005,2010,5,743,20,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,21,7121.7619047619,2010-05-01,2005-01-01,0.025
141592,2005,2010,5,743,1,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,21,6742.47619047619,2010-05-01,2005-01-01,0.025
73840,2005,2010,5,572,18,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4615,2010-05-01,2005-01-01,0.025
72256,2005,2010,5,572,3,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4516,2010-05-01,2005-01-01,0.025
73442,2005,2010,5,572,9,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4590.125,2010-05-01,2005-01-01,0.025
74256,2005,2010,5,572,2,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4641,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,11,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,17,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,13,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
141592,2005,2010,5,743,19,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,21,6742.47619047619,2010-05-01,2005-01-01,0.025
74256,2005,2010,5,572,2,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4641,2010-05-01,2005-01-01,0.025
80530,2005,2010,5,572,10,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,5033.125,2010-05-01,2005-01-01,0.025
73442,2005,2010,5,572,9,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4590.125,2010-05-01,2005-01-01,0.025
97345,2005,2010,5,572,6,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,6084.0625,2010-05-01,2005-01-01,0.025
74256,2005,2010,5,572,3,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4641,2010-05-01,2005-01-01,0.025
79646,2005,2010,5,572,11,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4977.875,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,19,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
75504,2005,2010,5,572,7,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4719,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,17,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
104424,2005,2010,5,572,19,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,6526.5,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,13,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
143362,2005,2010,5,743,9,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,21,6826.7619047619,2010-05-01,2005-01-01,0.025
146460,2005,2010,5,743,6,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,21,6974.28571428571,2010-05-01,2005-01-01,0.025
75920,2005,2010,5,572,11,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-05-01,2005-01-01,0.025
106194,2005,2010,5,572,19,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,6637.125,2010-05-01,2005-01-01,0.025
161061,1986,2010,5,1131,9,"terraced","central_heating","management_in_trust",713,0,"0~5min","5min~10min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6,32,5033.15625,2010-05-01,1986-01-01,3.88571428571429
398230,2007,2010,5,1519,17,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10,43,9261.16279069767,2010-05-01,2007-01-01,2.31428571428571
162831,2006,2010,5,903,7,"terraced","individual_heating","management_in_trust",123,181,"10min~15min","0~5min",3,3,11,"Myung-duk",3,1,1,1,2,0,4,3,3,1,4,8,11,25,6513.24,2010-05-01,2006-01-01,3.73333333333333
139823,2006,2010,6,636,11,"terraced","individual_heating","management_in_trust",111,184,"10min~15min","5min~10min",3,3,0,"Kyungbuk_uni_hospital",2,1,1,1,1,0,3,2,2,2,5,6,9,18,7767.94444444444,2010-06-01,2006-01-01,0.0666666666666667
61946,1985,2010,6,676,5,"corridor","individual_heating","self_management",80,76,"0~5min","15min~20min",1,2,2,"Daegu",5,1,2,1,2,1,2,1,1,0,3,12,4,19,3260.31578947368,2010-06-01,1985-01-01,2.2
337168,2007,2010,6,1334,8,"terraced","individual_heating","management_in_trust",7,605,"0~5min","0~5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5,37,9112.64864864865,2010-06-01,2007-01-01,2.6
107079,1992,2010,6,914,4,"mixed","individual_heating","self_management",142,79,"10min~15min","10min~15min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14,26,4118.42307692308,2010-06-01,1992-01-01,2.73333333333333
133628,1993,2010,6,914,14,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,26,5139.53846153846,2010-06-01,1993-01-01,2.525
84955,1993,2010,6,644,13,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,18,4719.72222222222,2010-06-01,1993-01-01,2.525
39380,1992,2010,6,355,3,"corridor","individual_heating","management_in_trust",200,0,"10min~15min","5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17,10,3938,2010-06-01,1992-01-01,3.4
130973,1993,2010,6,914,22,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,26,5037.42307692308,2010-06-01,1993-01-01,2.525
168141,2005,2010,6,914,9,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,26,6466.96153846154,2010-06-01,2005-01-01,0.025
88495,2005,2010,6,572,2,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,5530.9375,2010-06-01,2005-01-01,0.025
190265,1993,2010,6,2337,14,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,66,2882.80303030303,2010-06-01,1993-01-01,2.525
106194,1992,2010,6,914,6,"mixed","individual_heating","self_management",142,79,"10min~15min","10min~15min",3,4,8,"Myung-duk",5,1,1,1,1,0,3,3,4,4,3,9,14,26,4084.38461538462,2010-06-01,1992-01-01,2.73333333333333
95575,1993,2010,6,644,19,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,18,5309.72222222222,2010-06-01,1993-01-01,2.525
165929,2005,2010,6,914,21,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,26,6381.88461538462,2010-06-01,2005-01-01,0.025
92920,2005,2010,6,572,3,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,5807.5,2010-06-01,2005-01-01,0.025
84955,1993,2010,6,644,16,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,18,4719.72222222222,2010-06-01,1993-01-01,2.525
75920,2005,2010,6,572,20,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-06-01,2005-01-01,0.025
75504,2005,2010,6,572,8,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4719,2010-06-01,2005-01-01,0.025
73008,2005,2010,6,572,1,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4563,2010-06-01,2005-01-01,0.025
168141,1993,2010,6,1451,10,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,41,4101,2010-06-01,1993-01-01,2.525
75920,2005,2010,6,572,11,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4745,2010-06-01,2005-01-01,0.025
86725,1993,2010,6,644,8,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,18,4818.05555555556,2010-06-01,1993-01-01,2.525
37168,1992,2010,6,355,8,"corridor","individual_heating","management_in_trust",200,0,"10min~15min","5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17,10,3716.8,2010-06-01,1992-01-01,3.4
105309,2005,2010,6,572,14,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,6581.8125,2010-06-01,2005-01-01,0.025
60619,1992,2010,6,576,8,"corridor","individual_heating","management_in_trust",200,0,"10min~15min","5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17,16,3788.6875,2010-06-01,1992-01-01,3.4
133628,1993,2010,6,914,9,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,26,5139.53846153846,2010-06-01,1993-01-01,2.525
57964,1992,2010,6,576,10,"corridor","individual_heating","management_in_trust",200,0,"10min~15min","5min~10min",3,5,10,"Myung-duk",7,1,1,1,5,1,4,3,5,5,3,16,17,16,3622.75,2010-06-01,1992-01-01,3.4
161946,2008,2010,6,829,19,"terraced","individual_heating","management_in_trust",197,475,"10min~15min","0~5min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9,23,7041.13043478261,2010-06-01,2008-01-01,2.36666666666667
74256,2005,2010,6,572,3,"mixed","individual_heating","management_in_trust",67,798,"0~5min","15min~20min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15,16,4641,2010-06-01,2005-01-01,0.025
194690,1993,2010,6,2337,21,"mixed","individual_heating","management_in_trust",523,536,"0~5min","10min~15min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17,66,2949.84848484848,2010-06-01,1993-01-01,2.525
169911,1986,2010,6,1313,4,"terraced","central_heating","management_in_trust",713,0,"0~5min","5min~10min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6,37,4592.18918918919,2010-06-01,1986-01-01,3.88571428571429
162831,1986,2010,6,1377,2,"terraced","central_heating","management_in_trust",713,0,"0~5min","5min~10min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6,39,4175.15384615385,2010-06-01,1986-01-01,3.88571428571429
193805,2007,2010,6,868,7,"terraced","individual_heating","management_in_trust",0,1270,"0~5min","0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10,24,8075.20833333333,2010-06-01,2007-01-01,2.31428571428571
